"color href","company","status","industry","headquarters","fund","cols","cols 2","cols 3","cols 4","cols 5","cols 6","cols 7","cols 8","company-profile","company-profile 2","company-profile 3","company-profile 4","title 2","company 2","description","p1","company 3","description 2","company 4","description 3","company 5","description 4","company-profile 6","bg src","case-study src","vidyard-lightbox-image src","blue","title 3","blue 2","color src"
"http://www.cvent.com/","Cvent","Current","Hospitality","Tysons Corner, VA","Flagship","Website","cvent.com","Year of Investment","2016","Status","Current","Headquarters","Tysons Corner, VA","Enterprise event management platform with solutions for both the events and meetings value chain.","Cvent (NASDAQ: CVT) is a leading cloud-based provider of event management technology solutions. The Company’s platform offers end-to-end event management functionality, including budgeting, planning and marketing for both sides of the event ecosystem (planners and venues). Cvent’s products are used by over 15,800 customers across all verticals. The Company’s solutions are used to plan approximately 350,000 events each year.","Cvent is headquartered in Tysons Corner, VA.","Vista Equity Partners Fund VI completed a take-private of Cvent in November 2016. Cvent listed on the NASDAQ on December 9, 2021. Blackstone acquired Cvent in June 2023 with Vista investing a portion of its proceeds from the transaction into a preferred equity stake.","Add-on Acquisitions","Reposite, 2024","Reposite provides an AI-powered online vendor and supplier sourcing platform designed to streamline vendor and supplier sourcing for meetings, events and travel professionals. The company’s suite of solutions streamlines vendor sourcing, booking and management and delivers curated supplier databases and AI-matching technology, replacing manual searches. The online sourcing platform enhances productivity with an easy-to-use, centralized workspace to manage and organize vendor communications, quotes, proposals and payments and broadens Cvent’s sourcing offerings and vendor marketplace.

Cvent acquired Reposite in June 2024.","","iCapture, 2024","iCapture provides tailored lead capture solutions for events of all sizes, from large international trade shows to smaller networking events. The platform's easy-to-use mobile application is designed to streamline the process of capturing, managing and utilizing leads generated at events and integrates directly with major CRM and Marketing Automation Systems, enabling sales and marketing teams to convert event leads more efficiently and effectively with minimal manual effort.

Cvent acquired iCapture in January 2024.","Jifflenow, 2024","Jifflenow provides a comprehensive meeting automation platform that helps global enterprises accelerate business growth by automating the scheduling, management and analysis of B2B in-person and hybrid meetings. The platform includes automated scheduling, meeting management, security, GDPR compliance and integrations with leading CRM, marketing automation, video conferencing and event management applications. Hundreds of enterprises and over 70 of the Global 2000 rely on Jifflenow as their trusted B2B meeting scheduling platform.  

Cvent acquired Jifflenow in January 2024.","Shoflo, 2021","Shoflo is an end-to-end solution for planning, scripting and broadcasting events. Professional sports teams, production companies and corporate meeting planners use Shoflo to provide audiences with a better experience at meetings, shows and events.

Cvent acquired Shoflo in May 2021.","","https://www.vistaequitypartners.com/wp-content/uploads/2019/07/Vista_CaseStudy_CventInvesting_Thumbnail-1248x700.jpg","https://play.vidyard.com/embed/v4.js","https://play.vidyard.com/op4XMYRA2FVwjwqamPucXP.jpg","Article","Investing in the Entrepreneurial Spirit","Read More",""
"https://www.datto.com/","Datto","Former","IT Operations","Norwalk, CT","Flagship, Foundation","Website","datto.com","Year of Investment","2017","Status","Former","Headquarters","Norwalk, CT","Complete business and technology cybersecurity solutions suite for managed and IT service providers.","Datto is a leading provider of data protection, IT management software and secure connectivity solutions. The Company’s suite of integrated services offers data backup and disaster recovery, professional services automation, remote monitoring and management, cloud-to-cloud backup and network continuity. Together, Datto’s solutions deliver uninterrupted access to business data on site, in transit and in the cloud, and allow for the efficient and accountable management of MSP and ITSP businesses. Today, Datto serves thousands of MSPs and ITSPs at tens of thousands of small and mid-sized businesses and large enterprises around the world.","Datto was founded in 2007 and is based in Norwalk, CT, with operations worldwide.","Vista Equity Partners Fund VI acquired Datto in December 2017. Datto listed on the NYSE (NYSE: MSP) on October 21, 2020.","Add-on Acquisitions","Infocyte, 2022","Infocyte is a globally trusted leader in proactive threat detection and incident response. The world’s leading security and incident response companies use the Company’s platform to proactively detect and respond to vulnerabilities and threats within their customers’ endpoints, data centers and cloud environments. Infocyte’s team and partner ecosystem help organizations maintain compliance, stop ransomware and account takeover, reduce risk, optimize security operations and scale security teams.

Datto acquired Infocyte in January 2022.","","BitDam, 2021","BitDam is a leading provider of cyber-defense software solutions for collaboration tools. The Company’s cloud-native platform protects against cyber-attacks of any type, including ransomware, malware and phishing. 
 
Datto acquired BitDam in March 2021.","Gluh, 2020","Gluh is a services procurement platform that enables managed service providers (MSPs) to automate the processes of product selection, quoting and sales of IT products and services for their clients. Gluh’s technology includes a two-minute selling or quoting feature and a user interface to streamline sales and significantly improve operational efficiency, leading to increased profitability for MSPs. 
 
Datto acquired Gluh in July 2020.","Autotask, 2014","Autotask is a leading provider of end-to-end software solutions to IT service providers and managed service providers. The Company’s solutions drive ROI for customers by helping them manage service ticketing, track project-level time and expenses, remotely monitor end-client networks and devices, and aggregate customer and employee data to empower business decisions. Autotask’s platform includes workflow functionalities such as service desk, remote monitoring management, customer relationship management, dispatch, billing, project management, contracts management, file sync and share, endpoint backup and a client portal. Founded in 2001, Autotask serves over 9,000 customers worldwide.

Vista Foundation Fund II acquired Autotask in June 2014. Autotask was merged into Datto, simultaneous with Vista’s acquisition of 
Datto, in December 2017.","Vista exited Datto via the take-private sale to Kaseya in June 2022.","https://www.vistaequitypartners.com/wp-content/uploads/2022/04/Vista_Insights_fund-news.jpg","","","Article","Datto Completes Sale to Kaseya","Read More",""
"http://www.dispatch.me/","Dispatch","Current","Enterprise Resource Planning","Boston, MA","Endeavor","Website","dispatch.me","Year of Investment","2018","Status","Current","Headquarters","Boston, MA","Provider of SaaS field services management software.","Dispatch is a leading provider of SaaS software solutions that enable enterprise brands to manage nationwide networks of service providers while streamlining and coordinating last-mile end-consumer communications. The Company’s platform links people, process and data to create a modern service experience that delights customers, empowers contractors and promotes a positive brand image for the enterprise. The Company completes over 50,000 jobs per day on their platform and coordinates with over 25,000 contractors for over $1BN in cumulative transaction value.","Dispatch was founded in 2013 and based in Boston, MA.","Vista Equity Endeavor Fund I acquired Dispatch in September 2018. Learn more about the partnership .","Add-on Acquisitions","Youreka, 2022","Youreka is a proprietary, no-code mobile technology platform that makes it easy to build smart mobile service applications that assist frontline workers. Built on the leading cloud platform, Salesforce, the Company enables organizations to elevate their mobile workers' capabilities and, in turn, improve customer service and accelerate growth. 

Dispatch acquired Youreka in April 2022.","","","","","","","","","","","","","","",""
"https://www.duckcreek.com/","Duck Creek Technologies","Current","Insurance","Boston, MA","Flagship","Website","duckcreek.com","Year of Investment","2023","Status","Current","Headquarters","Boston, MA","Intelligent solutions provider for the property and casualty (P&C) and general insurance industry.","Duck Creek Technologies is a leading provider of P&C insurance and general insurance technologies built for the cloud. Duck Creek’s SaaS platform provides customers with a fully integrated system to oversee a range of insurance functions, including managing customer records, modifying insurance products or rates and processing claim payments. These solutions enable insurance companies to adapt from challenging information technologies by providing straightforward, efficient workflows and reducing project management resources needed.","Duck Creek Technologies was founded in 2000 and is based in Boston, MA.","Vista Equity Partners Fund VIII acquired Duck Creek Technologies in March 2023.","Add-on Acquisitions","Risk Control Technologies, 2024","Risk Control Technologies (RCT) is a provider of risk management and loss control software. The RCT RiskHub platform enhances Duck Creek’s SaaS suite by further increasing Duck Creek’s ability to improve underwriting accuracy, optimize claims processes and reduce overall risk exposure. The combined platform provides insurance carriers with rich predictive capabilities, enabling them to better manage underwriting risks and maximize an efficient, integrated policy and claims management experience.

Duck Creek Technologies acquired RCT in October 2024.","","","","","","","","","","","","","","",""
"https://www.eab.com/","EAB","Current","Education","Washington, D.C.","Flagship","Website","eab.com","Year of Investment","2017","Status","Current","Headquarters","Washington, D.C.","Best practices research, student success management software and data-enabled enrollment solutions for the higher education and K-12 markets.","EAB is the leading provider of best practices research, student success management software and data-enabled enrollment solutions to the not-for-profit higher education and K-12 markets. The Company’s solutions help institutions increase enrollment yield, balance financial aid with revenue generation, drive higher student retention and success, and implement industry best practices derived from benchmarking and research. EAB’s solutions are used by more than 1,100 higher education institutions, including 91 of the 100 U.S. News & World Report’s top universities, and nearly 100 K-12 institutions and districts.","EAB was founded in 2007 as a division of The Advisory Board Company and is headquartered in Washington, D.C.","Vista Equity Partners Fund VI acquired EAB from The Advisory Board Company in November 2017.","Add-on Acquisitions","Forage, 2024","Forage allows corporations to create and administer day-in-the-life virtual work simulations, primarily for college students exploring internship and early career opportunities — addressing key employer recruitment challenges and deliver ROI via top of funnel prospect generation, enhanced employer branding, improved conversion metrics and improved recruiter efficiency.

EAB acquired Forage in April 2024.","","Concourse, 2022","Concourse is an alternative online college admissions platform designed to increase access to higher education and create a more straightforward application process. Concourse’s proprietary technology matches anonymized student profiles showcasing academic achievements and interests with higher education institutions’ admissions criteria, flipping the traditional application process to better benefit historically underserved populations as well as international students. 

EAB acquired Concourse in September 2022.","Rapid Insight, 2021","Rapid Insight is a leading provider of business analysis and automated predictive analytics software, enabling higher education institutions to turn raw data into actionable information. The Company’s analytic software simplifies the extraction and cleansing of data, equipping organizations of all sizes with data-informed decision making.

EAB acquired Rapid Insight in October 2021.","Seramount, 2021","Seramount is a leading professional services provider of diversity, equity and inclusion (DE&I) best practices. With a deep, data-driven understanding of the employee experience, the Company delivers a comprehensive toolkit that empowers organizations to realize the benefits of diversity, equity and inclusion, regardless of where they are on their DE&I journey.

EAB acquired Seramount in August 2021.","BC Partners made an investment in the Company in August 2021.","https://www.vistaequitypartners.com/wp-content/uploads/2019/06/Vista_CaseStudy_EABHigherEducation-1500x650.jpg","https://play.vidyard.com/embed/v4.js","https://play.vidyard.com/Zi2Vq4QVwke3w5k1ExtzV2.jpg","Article","Improving The Higher Education Enrollment Process","Read More",""
"http://www.eagleview.com/","EagleView","Current","Insurance","Bellevue, WA","Flagship","Website","eagleview.com","Year of Investment","2015","Status","Current","Headquarters","Bellevue, WA","EagleView Technology Corporation is a leading provider of aerial imagery, 3-D measurement software, data analytics and GIS solutions serving the government, property and casualty insurance, and residential contractor markets. The Company’s patented image capture processes and 3-D modeling software, coupled with property-centric analytic tools, empower end-user workflows in support of property claims, risk management, construction, emergency response, tax assessment, corridor mapping and more.","EagleView is headquartered in Bellevue, WA, with an additional office in Rochester, NY.","Vista Equity Partners Fund V completed a buyout of EagleView in July 2015. EagleView received an investment from Clearlake Capital in August 2018.","","Add-on Acquisitions","Spookfish, 2018","Spookfish is a provider of premium next-generation geospatial imagery products and services. The Spookfish platform captures images at a higher resolution and helps to establish a new standard in aerial image resolution for each of its markets. The higher resolution imagery Spookfish enables yields better insights for insurance underwriters, tax assessors, city planners and others who need accurate information about property condition or change.

EagleView acquired Spookfish in December 2018, following an initial investment made in May 2016.","3D roofing estimate software, geo-referenced aerial image capture and visual-centric data analytics.","OmniEarth, 2017","OnmiEarth provides machine learning technologies and decision-making tools for the water resource management, energy and insurance markets. OmniEarth’s ability to extract data from geospatial imagery enhances EagleView’s property reports and imagery classification of land areas such as impervious surfaces or irrigated farmland. It also better identifies roof shape and condition, tree overhang, decks, pools and other notable property features.

EagleView acquired OmniEarth in May 2017.","","","","","","","","","","","",""
"https://www.ellucian.com/","Ellucian","Current","Education","Reston, VA","Perennial","Website","ellucian.com","Year of Investment","2021","Status","Current","Headquarters","Reston, VA","Comprehensive next-generation solutions for the higher education industry.","Ellucian is the leading provider of cloud-ready technology solutions and services for higher education institutions. With a comprehensive suite of data-rich tools, Ellucian delivers colleges and universities the solutions and information they need to lead with confidence. The Company works with more than 2,700 institutions in over 50 countries—enhancing operations and enriching the experience for over 18 million students.","Ellucian was founded in 1968 and is based in Reston, VA.","Vista Equity Perennial Fund made an equity investment in Ellucian in September 2021.","Add-on Acquisitions","EduNav, 2024","EduNav is an academic planning and student success solution for higher education institutions. The EduNav suite optimizes course schedules, improves time to degree and streamlines transfer acceptance. With tools that integrate into existing systems and a data-driven approach, EduNav enables institutions to deliver an exceptional and accessible student experience.

Ellucian acquired EduNav in March 2024.","","CampusLogic, 2022","CampusLogic delivers SaaS technology that helps students, colleges and universities streamline the financial aid process. The Company helps nearly 800 higher education institutions increase enrollment, retention and graduation rates with the most comprehensive platform of student financial success products, while helping improve the outcomes of more than 5 million students by removing barriers associated with the financial aid process.

Ellucian acquired CampusLogic in April 2022.","","","","","","","","","","","",""
"https://www.energyexemplar.com/","Energy Exemplar","Current","Energy","Adelaide, South Austrailia","Foundation","Website","energyexemplar.com","Year of Investment","2024","Status","Current","Headquarters","Adelaide, South Austrailia","Energy market simulation software for optimizing operations and decision-making.","Energy Exemplar empowers transformative energy decisions. Headlined by PLEXOS and Aurora, Energy Exemplar’s cloud software suite supports energy business decisions, from short-term analysis and existing operations management to long-term planning studies and new asset development. Over 500 businesses across more than 80 countries use Energy Exemplar’s solutions to enhance decision-making, create market opportunities and become more energy-efficient and profitable.","Energy Exemplar was founded in 1999 and is based in Adelaide, South Australia.","Vista Foundation Fund IV made a majority investment alongside Blackstone Energy Transition Partners in Energy Exemplar in May 2024.","Add-on Acquisitions","Adapt2, 2024","Adapt2 provides AI-enabled enterprise market solutions for the energy industry. Adapt2’s solutions cover all operational and contract management needs for using, producing and maximizing energy assets. With Adapt2, energy companies can manage all aspects of their business in a single cloud-based platform powered by the latest technological innovations.

Energy Exemplar acquired Adapt2 in May 2024.","","","","","","","","","","","","","","",""
"https://www.eso.com/","ESO Solutions","Current","Healthcare","Austin, TX","Foundation","Website","eso.com","Year of Investment","2021","Status","Current","Headquarters","Austin, TX","Pioneering software to meet the changing needs of today’s first responders.","ESO Solutions is the largest software and data solutions provider for emergency medical services (EMS) agencies, fire departments, hospitals and state EMS offices. The Company’s integrated suite of solutions transforms how first responders collect, share, report and analyze critical information, helping drive positive health and safety outcomes in the communities it serves. Collectively, ESO’s customers respond to more than 13 million 911 calls annually, capturing prehospital, hospital and post-hospital data that improve first responder and community well-being.","ESO was founded in 2004 and is based in Austin, TX.","Vista Foundation Fund IV completed its acquisition of ESO in May 2021.","Add-on Acquisitions","Logis Solutions, 2024","Logis Solutions is a Denmark-based provider of computer-aided dispatch, logistics and billing software for emergency medical services, fire departments, emergency communications and hospitals across the globe. The company’s suite of products improves operational efficiency and integrates seamlessly with other technology to ensure easy adoption, helping responders and healthcare providers deliver timely resourcing and need-matched care.

ESO acquired Logis Solutions in July 2024.","","Occam Technologies, 2022","Occam Technologies is the premier provider of software and algorithms designed to help healthcare organizations match, track and update patient information from disparate sources. Occam’s Enterprise Master Patient Index (EMPI) software facilitates more efficient patient record matching and identification automation, which supports better patient care.

ESO acquired Occam in August 2022.","Interdev Technologies, 2022","Interdev Technologies delivers leading software solutions for EMS agencies across Canada. For over 20 years, Interdev has provided tools and technology to help Emergency Services workers leverage data in meaningful ways to enable evidence-based decision-making.

ESO acquired Interdev in March 2022.","Emergency Reporting, 2021","Emergency Reporting is one of the world's largest providers of cloud-based fire RMS software. The Company serves more than 7,500 fire departments in the United States, Canada and Europe and maintains a robust federal footprint, serving more than 250 U.S. Military installations worldwide.
 
ESO acquired Emergency Reporting in July 2021.","","","","","","","",""
"http://www.finastra.com/","Finastra","Current","Financial Services","London","Flagship","Website","finastra.com","Year of Investment","2012","Status","Current","Headquarters","London","","","","","Add-on Acquisitions","Doorr, 2020","Doorr is a cloud-based point-of-sale mortgage application software that provides brokers and financial institutions with a single environment to manage and interact with clients and partners. The platform streamlines and provides real-time visibility on the mortgage application and approval process for pre-approval, purchase and refinance transactions. 

Filogix, the Canadian mortgage business of Finastra, acquired Doorr in October 2020.","Global financial software solutions including retail banking, transaction banking, lending, and treasury and capital markets capabilities.","Malauzai Software, 2018","Malauzai Software is a market leading provider of consumer and business digital banking solutions. The Company provides community financial institutions with an enhanced experience for their mobile and Internet banking customers. Malauzai serves more than 350 U.S. community financial institutions and has over one million monthly active users.

Finastra acquired Malauzai Software in June 2018.","Olfa Soft, 2018","Olfa Soft is a leading FX e-trading platform for banks and financial institutions. The platform enables treasurers to source, manage and distribute FX liquidity in real-time providing deeper insights across the entire trade lifecycle.

Finastra acquired Olfa Soft in January 2018.","Custom Credit Systems, 2014","Custom Credit Systems (CCS) is a U.S.-based provider of commercial loan origination and loan workflow management software. CCS was founded in 1989 and launched its flagship product, CustomLender, in 2005. With deep domain expertise and credentials in commercial lending, CCS has 24 clients, including five of the top ten U.S. lenders. Clients include Wells Fargo, Bank of America, U.S. Bank, Comerica, Fifth Third Bank, Washington Federal and Huntington Bank.

Misys acquired Custom Credit Systems in August 2014.","","https://www.vistaequitypartners.com/wp-content/uploads/2020/12/Vista_Insights_Powering-Partnership-Finastra.png","https://play.vidyard.com/embed/v4.js","https://play.vidyard.com/uaFbzfho85Y9vwy8C8zH4q.jpg","Video","Powering Partnership: Finastra","Watch Video",""
"https://www.flashparking.com/","Flash","Current","Automotive","Austin, TX","Foundation","Website","flashparking.com","Year of Investment","2022","Status","Current","Headquarters","Austin, TX","Cloud parking software and mobility transformation.","FLASH is the leader in urban mobility, helping businesses and cities rethink one of their most valuable assets: the parking space. The Company’s award-winning cloud-born platform is configurable, secure, reliable and grows alongside customers’ business requirements as consumer expectations evolve. FLASH serves over 10,000 parking locations in every major U.S. city, enabling traditional parking assets to transform into next-generation mobility hubs with future-ready hardware and software solutions, a powerful business intelligence engine and a robust partner ecosystem.","FLASH was founded in 2011 and is based in Austin, TX.","Vista Foundation Fund IV made a minority investment in FLASH in April 2022.","Add-on Acquisitions","Ballparc, 2022","Ballparc is a provider of a cloud-based parking application designed to make parking management smarter. The Company’s solutions provide a cost-effective, flexible system to manage event parking for local and community parking lot operators and enable operators to upgrade legacy enforcement systems to modern end-to-end violation management platforms.

FLASH acquired Ballparc in June 2022.","","Ticketech, 2022","Ticketech is the parking technology leader in New York City. The Company’s integrated parking management and revenue control technology powers over 700 valet/attended parking facilities in the New York Metropolitan area and serves real estate owners and parking operators throughout the Northeast.

FLASH acquired Ticketech in April 2022.","","","","","","","","","","","","https://www.vistaequitypartners.com/wp-content/uploads/2022/05/Flash_Logo.png"
"http://www.forcepoint.com/","Forcepoint","Former","Security","Austin, TX","Flagship","Website","forcepoint.com","Year of Investment","2015","Status","Former","Headquarters","Austin, TX","","","","","Add-on Acquisitions","RedOwl Analytics, 2017","RedOwl provides security analytics to large enterprise and government organizations to mitigate insider threats. The Company’s security analytics enable risk management teams to proactively monitor and mitigate suspicious human activity inside an enterprise. RedOwl combines a human-centric approach with a sophisticated analytics platform to deliver situational awareness that identifies and disrupts espionage, IP theft, compromised users and rogue employees.

Forcepoint acquired RedOwl in August 2017.","","Skyfence, 2017","Skyfence is a cloud access security broker that provides visibility and control over cloud applications approved for use by an organization as well as those employees might use without approval. The Company helps organizations to determine which cloud applications are in use by employees, analyze content in real-time to prevent malicious or unauthorized leakage, and quickly identify and block cyber-attacks.

Forcepoint acquired Skyfence in February 2017.","Stonesoft, 2016","Stonesoft provides next-generation firewall software and hardware solutions. Its solutions focus on high availability, centralized management of large networks and protection from advanced evasion techniques. The Company primarily sells software and appliance-based (virtual and hardware-based) solutions of various sizes and capabilities so that its customers can scale up and down its environments, from data centers to branch offices.
 
Forcepoint acquired Stonesoft in January 2016.","Sidewinder, 2016","Sidewinder provides proxy-based firewall software and hardware solutions for federal customers globally. The Company’s firewall security product allows for clear visibility and control of command filtering, protocol enforcement and application access.
 
Forcepoint acquired Sidewinder in January 2016.","","https://www.vistaequitypartners.com/wp-content/uploads/2016/07/Vista_Company_Forcepoint_Thumbnail-1268x700.png","https://play.vidyard.com/embed/v4.js","https://play.vidyard.com/e2x1ZK6Lo6dMoGEbV9Gum3.jpg","Video","Forcepoint AI & ML: Identifying Risk with Behavioral Analytics","Watch Video",""
"http://www.fusionrm.com/","Fusion Risk Management","Current","Legal, Risk & Compliance","Rolling Meadows, IL","Endeavor","Website","fusionrm.com","Year of Investment","2019","Status","Current","Headquarters","Rolling Meadows, IL","Cloud-based solutions for business continuity and risk management.","Fusion Risk Management is a leading provider of cloud-based software solutions for business continuity, integrated risk management, incident management, and IT disaster recovery and crisis. Fusion’s platform takes organizations beyond legacy solutions and empowers them to make data-driven decisions with a comprehensive and flexible approach. The Company is dedicated to helping companies achieve greater organizational resilience and mitigate risks within their businesses.","Fusion was founded in 2007 and is based in Rolling Meadows, IL.","Vista Equity Endeavor Fund I and Vista Equity Endeavor Fund II made an equity investment in Fusion in September 2019. Learn more about the partnership .","","","","","","","","","","","In May 2023, Great Hill Partners purchased a majority interest in Fusion Risk Management with Vista retaining a minority stake in the Company.","https://www.vistaequitypartners.com/wp-content/uploads/2020/12/Vista_Insights_Powering-Partnership-Fusion-1.png","https://play.vidyard.com/embed/v4.js","https://play.vidyard.com/4oKbCq9mMM9BAwuxaNbMb2.jpg","Video","Powering Partnership: Fusion Risk Management","Watch Video",""
"https://www.gainsight.com/","Gainsight","Current","Sales & Marketing","San Francisco, CA","Flagship","Website","gainsight.com","Year of Investment","2020","Status","Current","Headquarters","San Francisco, CA","Leading provider of customer success software.","Gainsight is the leading provider of customer success software helping companies prevent churn by identifying at-risk customers, creating systematic processes to mitigate concerns, and efficiently ramping up engagement efforts. Gainsight’s Customer Cloud offers a powerful set of solutions focused on customer success, product experience, revenue optimization and customer data, that together enable businesses to put the customer at the center of everything they do.","Gainsight was founded in 2009 and is based in San Francisco, CA, with offices across the United States, United Kingdom, Israel and India.","Vista Equity Partners Fund VII made a majority investment in Gainsight in December 2020.","Add-on Acquisitions","Staircase AI, 2024","Staircase AI helps businesses enhance customer success and engagement by analyzing relationship dynamics and uncovering insights. The platform uses machine learning to track key signals from various customer interactions, allowing companies to predict churn, identify growth opportunities and improve customer retention. With its focus on deep relationship intelligence, Staircase AI empowers businesses to foster stronger, long-lasting relationships with their clients.

Gainsight acquired Staircase AI in July 2024.","","Northpass, 2023","Northpass is a digital customer education platform that empowers businesses to elevate customer experiences and operational efficiency through digital learning. With Northpass, companies can offer modern digital education programs that match how today’s customers want to learn. 

Gainsight acquired Northpass in July 2023.","InSided, 2022","InSided is a leading online customer community platform designed specifically for the Customer Success use case. The Company’s product enables customers, experts, partners and others to discuss products, post reviews, brainstorm new product ideas and engage with one another. Hundreds of companies use the platform to drive product adoption, increase net retention, build ongoing customer advocacy and improve their product suite. 

Gainsight acquired inSided in January 2022.","","","","","","","","","",""
"https://www.gatekeeperhq.com/","Gatekeeper","Current","Legal, Risk & Compliance","Jersey, U.K.","Endeavor","Website","gatekeeperhq.com","Year of Investment","2023","Status","Current","Headquarters","Jersey, U.K.","Vendor and contract lifecycle management platform for enhanced data visibility.","Gatekeeper is a next-generation vendor and contract lifecycle management platform designed to centralize contract data and streamline renewal, compliance and negotiation processes. Gatekeeper’s suite of solutions provides customers with visibility across their vendor, contract and third-party risk management lifecycles with accompanying tools to automate associated processes, enhance compliance and monitor ROI and renewal deadlines.","Gatekeeper was founded in 2010 and is based in Jersey, U.K.","Vista Equity Endeavor Fund II acquired Gatekeeper in October 2023.","","","","","","","","","","","","","","","","","","https://www.vistaequitypartners.com/wp-content/uploads/2023/11/Gatekeeper-logo-color-1100x215.png"
"https://www.gnosisfreight.com/","Gnosis Freight","Current","Transportation","Charleston, SC","Endeavor","Website","gnosisfreight.com","Year of Investment","2024","Status","Current","Headquarters","Charleston, SC","Supply chain visibility and execution software for shipping container management.","Gnosis Freight’s proprietary Container Lifecycle Management® (CLM) software platform is the world’s first supply chain platform focused on the complete lifecycle of shipping containers. Powered by accurate, low-latency container tracking data, the CLM software platform enables logistics professionals to monitor and manage containers from booking to return. With a global customer base that includes BCOs, ocean carriers, forwarders, truckers, 3PLs and technology providers, Gnosis helps businesses achieve greater efficiency, cost savings and collaboration.","Gnosis was founded in 2017 and is headquartered in Charleston, SC.","Vista Equity Endeavor Fund III invested in Gnosis in September 2024.","","","","","","","","","","","","","","","","","","https://www.vistaequitypartners.com/wp-content/uploads/2024/10/gnosis-freight-logo-color-1100x293.png"
"https://granicus.com/","Granicus","Current","Government","Denver, CO","Foundation","Website","granicus.com","Year of Investment","2016","Status","Current","Headquarters","Denver, CO","Learn more about the partnership .","","","","Add-on Acquisitions","Simpleview, 2024","Simpleview provides digital marketing solutions for destination marketing organizations, helping them enhance their online presence, streamline operations and attract more visitors. From website design to CRM and CMS systems and digital marketing strategies, the company's solutions help governments attract more annual visitors while addressing the quasi-governmental tourism industry's unique challenges.

Granicus acquired Simpleview in August 2024.","Cloud-based government transparency, legislative management and digital marketing solutions for the government and education markets.","SmartGov, 2024","SmartGov is a cloud-based permitting, compliance and licensing solution for government agencies. The company’s centralized platform and public portal make permits, business licenses, inspections and code enforcement procedures more efficient and accessible. With SmartGov, government officials can automate processing, streamline workflows, reduce liability and increase transparency for their communities.

Granicus acquired SmartGov in March 2024.","Rock Solid, 2022","Rock Solid is a leading SaaS provider of transparency and efficiency tools for city and municipality governments. Since 1994, Rock Solid has been a trusted local government partner, working to optimize internal government processes and improve civic engagement through accessible and reliable online data collection from stakeholders.

Granicus acquired Rock Solid in October 2022.","GovQA, 2021","GovQA is the leading provider of public records management solutions for government compliance. The Company’s cloud-based technology automates and manages access to public records and information requests for nearly 800 cities, counties and state agencies. 

Granicus acquired GovQA in August 2021.","","https://www.vistaequitypartners.com/wp-content/uploads/2020/12/Vista_Insights_Powering-Partnership-Granicus.png","https://play.vidyard.com/embed/v4.js","https://play.vidyard.com/sYVQS1A6cjKfcZcyditusN.jpg","Video","Powering Partnership: Granicus","Watch Video",""
"http://www.greenwayhealth.com/","Greenway Health","Current","Healthcare","Tampa, FL","Flagship","Website","greenwayhealth.com","Year of Investment","2011","Status","Current","Headquarters","Tampa, FL","Clinical, financial, connectivity and analytical software products and services for ambulatory physician practices.","Greenway Health, LLC is a leading provider of innovative technology, quality services and strategic partnerships that help physician practices grow profitably, remain compliant, work more efficiently and improve patient outcomes. Greenway partners with over 63,000 providers across more than 40 specialties nationwide, providing solutions for millions of individuals. The Company’s ambulatory products and services include solutions for electronic health records, practice management, electronic data interchange, practice analytics, population health and revenue cycle management.","Greenway was founded in 2011 and is based in Tampa, FL.","Vista Equity Partners Fund IV completed a take-private of Greenway Health, LLC in November 2013 and subsequently combined Greenway Medical with Vitera, formerly Sage North America’s Healthcare Division, which was acquired by Vista Equity Partners Fund IV in November 2011. The combined businesses operate under the name “Greenway Health.”","Add-on Acquisitions","PeopleLYNK, 2014","PeopleLYNK promotes patient engagement in cooperation with PrimeSUITE, Greenway’s integrated practice management and electronic health record offering. PeopleLYNK automates interactions with patients, including reminders, lab results, prescription notifications, clinical alerts and other communications.
 
Greenway acquired PeopleLYNK in February 2014.","","SuccessEHS, 2013","SuccessEHS is a provider of software and services to physician practices, Community Health Centers, and dental practices. The Company’s products include electronic health records, electronic dental record, practice management, revenue cycle management and business service outsourcing solutions.
 
Vitera acquired SuccessEHS in July 2013.","Vitera Healthcare Solutions, 2011","Vitera Healthcare Solutions, LLC (Vitera) is a leading provider of integrated clinical, financial and administrative software for physician office practices and Community Health Centers. The Company offers a comprehensive solution suite including physician practice management, electronic health records, revenue cycle management and business analytics.

Vista Equity Partners Fund IV completed a buyout of Sage North America’s Healthcare Division in November of 2011 and rebranded the Company Vitera.","","","Learn more about the partnership .","","","","","","",""
